Communication,alpha_key,start_date,end_date,start_balance,end_balance,start_accounts,end_accounts,nsegments,Contact_flag,control_flag
day90,user_192,2024-03-31,2024-04-07,62.52,309.74,1,1,"['1000037', '1000001', '1000027']",0,1
day120,user_66,2024-06-14,2024-06-21,3515.68,3616.8,1,2,['1000063'],0,1
day61,user_148,2024-06-24,2024-07-01,1967.53,2566.13,1,1,"['1000105', '1000063', '1000068', '1000040']",1,0
day1,user_156,2024-02-14,2024-02-21,4541.87,4953.39,1,1,"['1000017', '1000071']",1,0
day31,user_165,2024-01-26,2024-02-02,5075.37,5475.35,2,2,"['1000048', '1000065', '1000011', '1000111']",0,1
day90,user_0,2024-06-24,2024-07-01,1627.28,2074.66,1,1,"['1000028', '1000006', '1000070', '1000062']",0,1
day90,user_243,2024-03-23,2024-03-30,5921.98,5829.85,1,1,"['1000079', '1000147', '1000096']",0,1
day90,user_187,2024-01-08,2024-01-15,3533.17,3425.29,1,1,"['1000011', '1000062', '1000121']",1,0
day61,user_270,2024-02-25,2024-03-03,408.21,780.28,0,0,"['1000021', '1000061', '1000104', '1000125']",1,0
day90,user_122,2024-05-27,2024-06-03,1483.16,1365.6,1,1,"['1000141', '1000076', '1000026']",0,1
day90,user_5,2024-01-27,2024-02-03,4535.08,4787.96,1,1,['1000129'],1,0
day90,user_130,2024-03-02,2024-03-09,3467.46,3509.47,0,1,['1000000'],1,0
day120,user_16,2024-01-25,2024-02-01,2842.62,2930.16,0,0,"['1000096', '1000020', '1000141', '1000075']",1,0
day90,user_199,2024-04-03,2024-04-10,4960.19,4608.38,2,2,"['1000113', '1000129', '1000109']",0,1
day1,user_121,2024-05-23,2024-05-30,3447.76,4034.83,1,1,"['1000135', '1000002']",1,0
day90,user_111,2024-06-14,2024-06-21,984.4,1252.37,0,0,"['1000067', '1000101', '1000033', '1000076']",1,0
day31,user_134,2024-03-11,2024-03-18,5025.76,5139.75,1,1,['1000141'],1,0
day7,user_40,2024-06-24,2024-07-01,4342.05,3826.16,1,1,"['1000130', '1000126', '1000023']",0,1
day1,user_49,2024-05-31,2024-06-07,4662.14,4453.36,1,1,"['1000045', '1000129', '1000027']",0,1
day90,user_12,2024-02-05,2024-02-12,7024.45,7032.43,1,1,"['1000086', '1000026', '1000023']",1,0
day90,user_275,2024-06-23,2024-06-30,3802.96,4446.5,1,1,['1000094'],1,0
day61,user_67,2024-06-04,2024-06-11,571.9,823.19,2,2,"['1000057', '1000016', '1000086', '1000005']",1,0
day90,user_289,2024-06-09,2024-06-16,2727.99,3269.3,1,1,['1000045'],1,0
day1,user_269,2024-02-03,2024-02-10,976.11,1740.09,1,1,"['1000132', '1000048']",1,0
day31,user_105,2024-04-22,2024-04-29,3049.39,3174.89,2,3,"['1000017', '1000060']",1,0
day1,user_11,2024-06-23,2024-06-30,4273.53,4525.64,1,1,"['1000071', '1000039', '1000055']",1,0
day1,user_99,2024-04-20,2024-04-27,2632.72,3097.1,0,0,"['1000138', '1000015', '1000080']",1,0
day1,user_220,2024-03-24,2024-03-31,180.04,165.29,1,1,"['1000111', '1000124', '1000007']",0,1
day120,user_242,2024-01-14,2024-01-21,3205.97,3343.38,1,1,['1000006'],0,1
day61,user_31,2024-06-20,2024-06-27,5225.35,5610.89,1,1,"['1000016', '1000054', '1000145', '1000080']",0,1
day31,user_237,2024-01-29,2024-02-05,4150.88,4127.67,1,1,"['1000039', '1000061', '1000032']",0,1
day61,user_211,2024-06-21,2024-06-28,3496.64,3480.07,1,1,['1000084'],1,0
day90,user_22,2024-05-21,2024-05-28,2278.35,2364.15,0,0,"['1000116', '1000093', '1000041', '1000094']",1,0
day1,user_194,2024-04-28,2024-05-05,4240.3,4670.24,1,1,"['1000132', '1000118']",1,0
day90,user_217,2024-03-24,2024-03-31,4351.27,4253.48,1,1,"['1000001', '1000090', '1000076', '1000099']",1,0
day31,user_42,2024-01-10,2024-01-17,1848.18,1718.93,1,1,"['1000039', '1000040', '1000108', '1000016']",1,0
day90,user_93,2024-05-02,2024-05-09,3826.17,4293.61,1,1,"['1000099', '1000067']",0,1
day120,user_46,2024-02-11,2024-02-18,2226.62,2146.51,1,2,"['1000075', '1000111', '1000040']",1,0
day120,user_255,2024-03-05,2024-03-12,3884.2,3736.03,1,1,"['1000110', '1000092', '1000117']",1,0
day1,user_0,2024-04-13,2024-04-20,975.19,1385.28,1,1,"['1000028', '1000006', '1000070', '1000062']",1,0
day90,user_151,2024-02-24,2024-03-02,450.28,374.16,1,1,['1000117'],0,1
day61,user_138,2024-04-10,2024-04-17,4431.62,4757.23,0,0,['1000038'],1,0
day90,user_17,2024-02-14,2024-02-21,2539.25,3173.0,0,1,"['1000092', '1000147', '1000049', '1000017']",1,0
day31,user_58,2024-01-03,2024-01-10,4009.88,4690.82,1,1,['1000032'],1,0
day90,user_52,2024-04-14,2024-04-21,768.06,695.19,1,1,"['1000041', '1000138', '1000135', '1000000']",0,1
day1,user_81,2024-04-08,2024-04-15,4913.35,5434.22,1,1,['1000086'],1,0
day61,user_142,2024-02-18,2024-02-25,2296.66,2448.09,0,0,"['1000078', '1000093', '1000010', '1000091']",0,1
day90,user_241,2024-06-23,2024-06-30,2800.66,2815.95,2,2,"['1000041', '1000079', '1000027', '1000148']",1,0
day31,user_54,2024-02-15,2024-02-22,2862.35,2977.97,1,2,"['1000028', '1000092', '1000078', '1000061']",1,0
day61,user_148,2024-04-10,2024-04-17,1495.28,1897.52,1,2,"['1000105', '1000063', '1000068', '1000040']",1,0
day31,user_189,2024-03-18,2024-03-25,1657.8,1847.37,1,1,"['1000106', '1000147', '1000049']",1,0
day5,user_261,2024-03-31,2024-04-07,3396.86,3706.9,2,2,['1000022'],0,1
day90,user_141,2024-05-23,2024-05-30,2719.95,2632.95,1,1,"['1000037', '1000110', '1000032', '1000010']",1,0
day7,user_281,2024-01-29,2024-02-05,2945.42,3220.89,1,1,"['1000030', '1000049']",1,0
day7,user_254,2024-05-14,2024-05-21,3424.9,3511.9,1,2,"['1000107', '1000125', '1000027']",1,0
day61,user_226,2024-04-08,2024-04-15,2581.18,2539.1,1,1,"['1000021', '1000109']",1,0
day1,user_190,2024-05-14,2024-05-21,3410.04,3695.04,1,1,"['1000098', '1000126', '1000102']",1,0
day120,user_116,2024-02-13,2024-02-20,6094.02,5710.41,0,0,"['1000129', '1000067']",0,1
day31,user_144,2024-01-12,2024-01-19,3301.95,3534.31,1,2,"['1000143', '1000104', '1000039']",1,0
day120,user_77,2024-02-25,2024-03-03,4055.84,3821.7,1,1,"['1000121', '1000062', '1000104']",1,0
day120,user_22,2024-04-02,2024-04-09,2770.49,2653.24,0,0,"['1000116', '1000093', '1000041', '1000094']",0,1
day1,user_216,2024-03-17,2024-03-24,9.39,86.43,2,2,['1000122'],0,1
day31,user_104,2024-05-24,2024-05-31,3527.48,4277.57,0,0,"['1000047', '1000017']",1,0
day31,user_115,2024-06-26,2024-07-03,2713.51,2662.68,2,2,['1000054'],0,1
day61,user_237,2024-05-30,2024-06-06,3700.16,3915.01,1,1,"['1000039', '1000061', '1000032']",1,0
day1,user_9,2024-04-28,2024-05-05,1540.15,1905.38,1,1,"['1000114', '1000071', '1000001']",1,0
day5,user_237,2024-01-22,2024-01-29,3521.79,3457.66,1,1,"['1000039', '1000061', '1000032']",1,0
day61,user_143,2024-01-12,2024-01-19,2592.22,2732.62,0,0,"['1000053', '1000063', '1000026', '1000090']",0,1
day90,user_52,2024-02-24,2024-03-02,1808.57,1966.63,1,2,"['1000041', '1000138', '1000135', '1000000']",1,0
day90,user_85,2024-03-06,2024-03-13,751.98,980.38,1,1,"['1000118', '1000063']",0,1
day7,user_213,2024-06-25,2024-07-02,2896.17,3060.48,2,3,"['1000015', '1000052', '1000107']",1,0
day1,user_86,2024-03-08,2024-03-15,5831.27,6711.51,0,0,['1000019'],1,0
day1,user_207,2024-06-23,2024-06-30,592.68,1005.44,1,1,"['1000035', '1000038']",1,0
day90,user_131,2024-03-08,2024-03-15,2936.78,3559.94,1,1,['1000085'],1,0
day1,user_58,2024-03-16,2024-03-23,3280.42,3973.53,1,1,['1000032'],1,0
day1,user_148,2024-05-28,2024-06-04,1318.62,1545.53,1,1,"['1000105', '1000063', '1000068', '1000040']",1,0
day61,user_72,2024-05-31,2024-06-07,1706.66,1985.43,1,1,"['1000017', '1000008']",1,0
day7,user_29,2024-05-11,2024-05-18,4080.15,4324.43,1,1,['1000102'],1,0
day1,user_248,2024-06-26,2024-07-03,2604.4,3219.46,0,1,"['1000077', '1000030', '1000144']",1,0
day120,user_212,2024-03-08,2024-03-15,3457.44,3690.74,1,1,"['1000138', '1000119', '1000106']",1,0
day1,user_273,2024-06-15,2024-06-22,6758.6,6745.53,2,2,['1000056'],0,1
day90,user_242,2024-04-30,2024-05-07,2971.78,2615.69,1,1,['1000006'],1,0
day90,user_75,2024-04-22,2024-04-29,691.97,479.55,1,2,"['1000060', '1000071', '1000124', '1000054']",1,0
day61,user_83,2024-03-03,2024-03-10,3477.9,3157.95,1,1,"['1000137', '1000114', '1000035']",1,0
day7,user_250,2024-05-16,2024-05-23,2746.6,3190.96,1,1,['1000136'],0,1
day61,user_55,2024-06-03,2024-06-10,401.01,415.73,0,0,"['1000014', '1000061', '1000145', '1000020']",1,0
day1,user_125,2024-03-20,2024-03-27,137.7,780.63,1,1,"['1000039', '1000069']",1,0
day90,user_228,2024-04-30,2024-05-07,3126.37,3779.95,1,2,['1000118'],1,0
day1,user_298,2024-03-04,2024-03-11,5210.02,5296.8,0,1,"['1000087', '1000047', '1000013', '1000064']",1,0
day90,user_31,2024-02-03,2024-02-10,6060.68,6114.98,1,1,"['1000016', '1000054', '1000145', '1000080']",1,0
day61,user_154,2024-04-26,2024-05-03,2147.39,2454.14,1,1,"['1000006', '1000049']",1,0
day61,user_112,2024-05-05,2024-05-12,1070.84,1649.36,0,0,"['1000117', '1000080']",0,1
day1,user_99,2024-03-29,2024-04-05,2463.15,2766.97,0,1,"['1000138', '1000015', '1000080']",1,0
day31,user_106,2024-04-21,2024-04-28,90.84,466.2,1,2,"['1000103', '1000030', '1000145', '1000063']",1,0
day7,user_232,2024-05-28,2024-06-04,2276.57,2421.05,1,2,"['1000071', '1000107', '1000064', '1000020']",1,0
day90,user_24,2024-02-27,2024-03-05,6623.07,7033.26,1,1,"['1000043', '1000136']",1,0
day1,user_95,2024-03-27,2024-04-03,3099.62,3662.79,1,2,"['1000108', '1000142']",0,1
day61,user_195,2024-04-25,2024-05-02,5456.93,5385.1,1,1,"['1000012', '1000142']",1,0
day90,user_42,2024-06-16,2024-06-23,2142.34,2221.9,1,1,"['1000039', '1000040', '1000108', '1000016']",0,1
day31,user_195,2024-03-07,2024-03-14,4372.97,4578.95,1,1,"['1000012', '1000142']",1,0
day5,user_55,2024-02-19,2024-02-26,812.98,984.05,0,0,"['1000014', '1000061', '1000145', '1000020']",1,0
day120,user_95,2024-04-09,2024-04-16,3105.82,2990.43,1,2,"['1000108', '1000142']",1,0
day120,user_298,2024-03-09,2024-03-16,4955.41,4794.81,0,0,"['1000087', '1000047', '1000013', '1000064']",0,1
day7,user_205,2024-02-09,2024-02-16,2611.76,2629.58,0,0,"['1000019', '1000073', '1000060', '1000069']",0,1
day1,user_183,2024-05-25,2024-06-01,3640.68,3655.11,2,3,['1000023'],1,0
day31,user_174,2024-05-12,2024-05-19,4017.67,3932.92,0,0,"['1000077', '1000103']",0,1
day31,user_45,2024-01-03,2024-01-10,2499.9,2356.07,1,1,"['1000137', '1000068', '1000087', '1000028']",1,0
day61,user_64,2024-04-29,2024-05-06,1450.8,2271.56,1,2,"['1000102', '1000095']",1,0
day90,user_57,2024-06-27,2024-07-04,5697.54,6257.43,1,1,"['1000124', '1000017', '1000136']",1,0
day120,user_290,2024-06-27,2024-07-04,3247.11,3225.3,1,1,"['1000077', '1000003', '1000136']",1,0
day31,user_109,2024-06-27,2024-07-04,5984.9,5888.98,1,1,"['1000144', '1000133', '1000080', '1000066']",1,0
day1,user_20,2024-02-25,2024-03-03,2639.94,2500.19,1,1,['1000025'],0,1
day5,user_193,2024-02-18,2024-02-25,2461.27,2790.97,2,2,"['1000108', '1000056', '1000045']",0,1
day61,user_219,2024-03-23,2024-03-30,6224.52,6653.39,2,2,"['1000056', '1000124', '1000069']",1,0
day7,user_34,2024-04-12,2024-04-19,4060.63,3985.21,2,2,['1000036'],0,1
day90,user_128,2024-03-14,2024-03-21,5046.15,5738.34,1,1,"['1000129', '1000125', '1000064', '1000013']",1,0
day1,user_159,2024-05-11,2024-05-18,5139.86,4890.03,1,1,"['1000007', '1000029', '1000066']",1,0
day120,user_233,2024-04-22,2024-04-29,1621.05,1859.34,1,1,"['1000120', '1000004', '1000138', '1000013']",1,0
day31,user_202,2024-04-02,2024-04-09,4016.52,4343.28,0,0,['1000070'],0,1
day1,user_129,2024-04-23,2024-04-30,1867.64,1726.7,1,1,"['1000023', '1000108', '1000070', '1000011']",1,0
day7,user_164,2024-02-23,2024-03-01,1830.34,1787.78,1,1,['1000147'],0,1
day61,user_284,2024-02-12,2024-02-19,491.61,515.87,2,2,"['1000055', '1000123', '1000070']",1,0
day61,user_200,2024-05-09,2024-05-16,1559.95,2220.93,2,3,"['1000140', '1000114', '1000040', '1000121']",1,0
day5,user_39,2024-06-26,2024-07-03,3694.81,3787.77,1,1,"['1000092', '1000056', '1000035']",1,0
day31,user_73,2024-05-21,2024-05-28,4808.26,5141.75,1,2,['1000084'],1,0
day120,user_44,2024-06-14,2024-06-21,1215.34,1228.69,1,1,"['1000064', '1000141', '1000002', '1000029']",1,0
day5,user_240,2024-01-01,2024-01-08,1933.23,1544.54,0,0,"['1000094', '1000042', '1000029']",1,0
day1,user_134,2024-03-28,2024-04-04,5068.67,5578.74,1,1,['1000141'],1,0
day5,user_276,2024-02-22,2024-02-29,5698.82,5531.39,2,2,"['1000121', '1000141']",1,0
day90,user_30,2024-02-18,2024-02-25,4582.51,4766.33,2,2,['1000068'],0,1
day31,user_54,2024-01-01,2024-01-08,3035.19,2912.66,1,1,"['1000028', '1000092', '1000078', '1000061']",1,0
day120,user_39,2024-02-20,2024-02-27,4301.63,4280.74,1,1,"['1000092', '1000056', '1000035']",0,1
day5,user_253,2024-01-06,2024-01-13,5918.62,6005.17,0,0,['1000003'],0,1
day7,user_260,2024-03-12,2024-03-19,879.1,1257.6,1,2,"['1000082', '1000062']",1,0
day120,user_231,2024-01-05,2024-01-12,2265.18,2682.86,0,0,"['1000116', '1000083', '1000086', '1000097']",1,0
day7,user_170,2024-02-19,2024-02-26,4910.65,5265.88,1,1,['1000079'],1,0
day1,user_89,2024-02-05,2024-02-12,3194.21,3308.87,1,1,"['1000023', '1000060', '1000042', '1000104']",1,0
day5,user_61,2024-04-20,2024-04-27,5022.38,5137.38,1,1,['1000108'],0,1
day7,user_105,2024-02-14,2024-02-21,2042.26,2068.02,2,2,"['1000017', '1000060']",0,1
day5,user_4,2024-02-24,2024-03-02,2455.17,2531.07,0,0,"['1000007', '1000023', '1000055', '1000059']",0,1
day7,user_4,2024-06-17,2024-06-24,1075.53,1090.51,0,0,"['1000007', '1000023', '1000055', '1000059']",1,0
day61,user_271,2024-04-28,2024-05-05,1809.66,1692.61,2,3,"['1000142', '1000061', '1000121', '1000125']",1,0
day31,user_289,2024-02-06,2024-02-13,2450.72,2886.89,1,1,['1000045'],1,0
day61,user_230,2024-01-24,2024-01-31,3031.32,3511.45,1,1,"['1000066', '1000097', '1000083', '1000054']",0,1
day120,user_285,2024-06-27,2024-07-04,3192.21,3191.4,2,2,['1000134'],1,0
day90,user_255,2024-02-25,2024-03-03,2957.24,3497.86,1,1,"['1000110', '1000092', '1000117']",1,0
day90,user_6,2024-02-22,2024-02-29,4674.17,4846.49,2,2,['1000006'],0,1
day31,user_222,2024-04-01,2024-04-08,2315.45,2786.59,1,1,"['1000103', '1000042', '1000119', '1000032']",1,0
day5,user_287,2024-05-17,2024-05-24,1368.3,1775.01,0,0,['1000025'],1,0
day61,user_170,2024-04-04,2024-04-11,5364.64,5182.02,1,2,['1000079'],1,0
day61,user_27,2024-01-13,2024-01-20,3783.83,3806.82,2,2,"['1000069', '1000142', '1000056', '1000083']",0,1
day90,user_275,2024-06-16,2024-06-23,3772.13,3936.43,1,1,['1000094'],0,1
day90,user_2,2024-01-25,2024-02-01,637.79,1078.02,1,2,"['1000035', '1000026', '1000139']",1,0
day120,user_2,2024-06-01,2024-06-08,1560.33,1684.69,1,1,"['1000035', '1000026', '1000139']",1,0
day61,user_23,2024-06-06,2024-06-13,5162.35,5174.55,2,3,"['1000090', '1000053', '1000068', '1000018']",0,1
day5,user_282,2024-03-03,2024-03-10,355.18,798.74,1,1,"['1000080', '1000030', '1000137']",1,0
day120,user_193,2024-03-26,2024-04-02,1608.21,1747.68,2,2,"['1000108', '1000056', '1000045']",1,0
day5,user_22,2024-03-19,2024-03-26,2376.14,2388.15,0,0,"['1000116', '1000093', '1000041', '1000094']",0,1
day61,user_219,2024-05-01,2024-05-08,5972.03,5912.24,2,3,"['1000056', '1000124', '1000069']",1,0
day7,user_75,2024-06-18,2024-06-25,0.0,302.55,1,1,"['1000060', '1000071', '1000124', '1000054']",1,0
day90,user_284,2024-06-24,2024-07-01,511.83,992.04,2,3,"['1000055', '1000123', '1000070']",1,0
day90,user_131,2024-06-04,2024-06-11,3072.12,3284.66,1,1,['1000085'],1,0
day61,user_161,2024-03-21,2024-03-28,1720.73,1900.34,1,1,"['1000148', '1000067', '1000009', '1000027']",1,0
day120,user_57,2024-03-22,2024-03-29,5467.58,5437.09,1,2,"['1000124', '1000017', '1000136']",1,0
day61,user_178,2024-06-28,2024-07-05,2562.84,3398.19,1,1,"['1000082', '1000119', '1000113']",1,0
day31,user_49,2024-05-12,2024-05-19,5227.63,5485.12,1,1,"['1000045', '1000129', '1000027']",0,1
day90,user_134,2024-04-30,2024-05-07,3915.74,4028.49,1,1,['1000141'],1,0
day1,user_283,2024-01-26,2024-02-02,4310.3,4478.8,0,1,"['1000047', '1000049']",1,0
day1,user_103,2024-04-14,2024-04-21,835.89,1196.02,1,1,"['1000130', '1000020']",0,1
day61,user_36,2024-06-03,2024-06-10,1837.23,2240.59,1,1,['1000137'],1,0
day5,user_300,2024-05-14,2024-05-21,1922.6,2291.35,0,1,['1000029'],1,0
day1,user_210,2024-05-03,2024-05-10,4728.63,5073.38,2,2,"['1000016', '1000106', '1000104']",1,0
day90,user_224,2024-03-28,2024-04-04,1498.67,1412.72,1,1,"['1000100', '1000144']",0,1
day120,user_163,2024-03-02,2024-03-09,5570.72,5565.73,1,1,"['1000029', '1000098']",1,0
day1,user_204,2024-04-03,2024-04-10,5555.93,6233.19,1,1,['1000112'],1,0
day5,user_299,2024-05-05,2024-05-12,2114.08,2089.77,2,2,['1000122'],0,1
day61,user_250,2024-01-22,2024-01-29,3585.29,4360.64,1,1,['1000136'],1,0
day5,user_229,2024-03-20,2024-03-27,3335.56,3708.22,2,2,"['1000046', '1000012']",1,0
day31,user_121,2024-06-20,2024-06-27,3980.25,4176.29,1,1,"['1000135', '1000002']",0,1
day120,user_201,2024-05-23,2024-05-30,3436.0,3727.86,2,2,"['1000115', '1000066', '1000063']",0,1
day1,user_267,2024-03-08,2024-03-15,1429.86,2216.28,0,0,"['1000066', '1000087', '1000071']",1,0
day1,user_187,2024-04-03,2024-04-10,3555.18,3779.05,1,1,"['1000011', '1000062', '1000121']",1,0
day31,user_143,2024-02-06,2024-02-13,1541.86,1506.46,0,1,"['1000053', '1000063', '1000026', '1000090']",1,0
day7,user_92,2024-03-23,2024-03-30,3748.99,3713.72,2,2,"['1000097', '1000000']",0,1
day7,user_263,2024-04-03,2024-04-10,4567.93,4520.97,1,1,"['1000115', '1000062', '1000118']",1,0
day1,user_70,2024-03-29,2024-04-05,3983.38,4160.3,1,1,"['1000018', '1000015']",1,0
day31,user_235,2024-04-27,2024-05-04,1690.26,1729.93,1,1,"['1000007', '1000063']",0,1
day90,user_294,2024-06-19,2024-06-26,4792.99,5007.54,1,1,"['1000074', '1000032', '1000125', '1000026']",0,1
day120,user_36,2024-03-03,2024-03-10,1501.76,1669.68,1,1,['1000137'],1,0
day1,user_222,2024-03-24,2024-03-31,1703.97,1612.92,1,2,"['1000103', '1000042', '1000119', '1000032']",1,0
day61,user_233,2024-06-19,2024-06-26,968.18,783.55,1,1,"['1000120', '1000004', '1000138', '1000013']",1,0
day90,user_32,2024-03-04,2024-03-11,3301.52,2961.11,0,0,"['1000054', '1000127']",1,0
day61,user_81,2024-06-26,2024-07-03,4374.62,4499.25,1,1,['1000086'],0,1
day31,user_225,2024-03-22,2024-03-29,5466.37,5838.82,2,2,['1000006'],1,0
day1,user_165,2024-03-03,2024-03-10,5122.21,5540.83,2,3,"['1000048', '1000065', '1000011', '1000111']",1,0
day31,user_163,2024-05-04,2024-05-11,5773.67,6438.02,1,1,"['1000029', '1000098']",1,0
day90,user_91,2024-05-26,2024-06-02,5579.69,5568.77,2,2,"['1000015', '1000042']",0,1
day1,user_96,2024-03-09,2024-03-16,513.04,766.02,1,1,"['1000124', '1000039', '1000048', '1000075']",1,0
day31,user_298,2024-05-04,2024-05-11,5090.25,5315.02,0,0,"['1000087', '1000047', '1000013', '1000064']",0,1
day7,user_1,2024-06-23,2024-06-30,4194.4,4711.35,1,1,['1000057'],1,0
day90,user_36,2024-01-06,2024-01-13,2096.15,2651.75,1,1,['1000137'],1,0
day31,user_66,2024-02-21,2024-02-28,3200.87,3637.51,1,2,['1000063'],1,0
day61,user_204,2024-04-28,2024-05-05,4296.57,4377.42,1,1,['1000112'],0,1
day1,user_107,2024-04-14,2024-04-21,5448.96,5523.75,0,0,"['1000148', '1000010']",0,1
day5,user_238,2024-01-20,2024-01-27,817.02,1085.1,1,1,"['1000121', '1000029', '1000144', '1000055']",1,0
day120,user_92,2024-01-23,2024-01-30,4374.8,4075.06,2,2,"['1000097', '1000000']",1,0
day1,user_130,2024-02-18,2024-02-25,3029.93,3029.79,0,0,['1000000'],0,1
day1,user_9,2024-03-16,2024-03-23,3511.19,3834.55,1,1,"['1000114', '1000071', '1000001']",1,0
day7,user_18,2024-03-23,2024-03-30,2280.18,2583.03,0,0,"['1000011', '1000058', '1000074']",1,0
day1,user_212,2024-02-16,2024-02-23,3308.92,3272.55,1,1,"['1000138', '1000119', '1000106']",1,0
day7,user_28,2024-06-26,2024-07-03,7885.29,7982.44,1,1,"['1000014', '1000058', '1000008', '1000080']",1,0
day5,user_87,2024-04-16,2024-04-23,6999.82,6983.17,1,1,"['1000113', '1000140', '1000025', '1000012']",1,0
day7,user_170,2024-03-04,2024-03-11,5272.0,5629.83,1,1,['1000079'],1,0
day1,user_226,2024-06-09,2024-06-16,2530.56,2853.41,1,1,"['1000021', '1000109']",1,0
day61,user_70,2024-01-05,2024-01-12,4796.97,5071.33,1,1,"['1000018', '1000015']",0,1
day5,user_63,2024-03-13,2024-03-20,5369.93,5437.1,2,2,"['1000138', '1000051', '1000079']",1,0
day7,user_126,2024-02-05,2024-02-12,3026.61,3044.95,1,1,['1000072'],1,0
day5,user_113,2024-06-21,2024-06-28,244.93,351.14,0,0,"['1000018', '1000002', '1000117']",1,0
day1,user_181,2024-04-04,2024-04-11,2159.92,1989.41,2,2,"['1000043', '1000021']",0,1
day5,user_269,2024-01-07,2024-01-14,2077.02,2034.68,1,1,"['1000132', '1000048']",1,0
day31,user_15,2024-03-28,2024-04-04,1551.09,2255.86,0,0,"['1000011', '1000117', '1000137', '1000031']",1,0
day1,user_40,2024-01-07,2024-01-14,5548.85,5661.81,1,2,"['1000130', '1000126', '1000023']",1,0
day61,user_75,2024-03-18,2024-03-25,132.46,0.0,1,1,"['1000060', '1000071', '1000124', '1000054']",1,0
day7,user_276,2024-03-24,2024-03-31,6280.58,6339.31,2,2,"['1000121', '1000141']",0,1
day120,user_269,2024-04-07,2024-04-14,379.33,378.69,1,1,"['1000132', '1000048']",0,1
day120,user_166,2024-01-27,2024-02-03,3894.15,4266.39,1,1,"['1000000', '1000133', '1000137']",1,0
day120,user_120,2024-05-15,2024-05-22,4134.03,4084.62,2,2,['1000077'],1,0
day1,user_244,2024-01-07,2024-01-14,2678.93,3024.94,2,2,"['1000101', '1000050']",1,0
day5,user_139,2024-02-27,2024-03-05,1270.89,1455.43,2,2,"['1000139', '1000009', '1000094', '1000149']",0,1
day1,user_265,2024-02-12,2024-02-19,2709.49,3256.21,1,1,"['1000086', '1000007', '1000126', '1000083']",1,0
day61,user_193,2024-06-11,2024-06-18,1828.1,1278.98,2,2,"['1000108', '1000056', '1000045']",1,0
day61,user_54,2024-03-07,2024-03-14,3694.69,4298.7,1,1,"['1000028', '1000092', '1000078', '1000061']",1,0
day120,user_9,2024-02-02,2024-02-09,2240.75,2368.17,1,1,"['1000114', '1000071', '1000001']",1,0
day31,user_172,2024-01-14,2024-01-21,3177.42,3413.81,1,1,"['1000075', '1000141', '1000032', '1000049']",1,0
day5,user_54,2024-05-10,2024-05-17,3746.88,3963.5,1,1,"['1000028', '1000092', '1000078', '1000061']",1,0
